Date,Open,High,Low,Close,Volume
2025-09-04,110805.40,110805.40,110805.40,110805.40,36297788282
2025-09-04,110646.53,110646.53,110646.53,110646.53,36485315732
2025-09-04,110846.35,110846.35,110846.35,110846.35,36063388074
2025-09-04,110785.37,110785.37,110785.37,110785.37,35360484735
2025-09-04,110448.70,110448.70,110448.70,110448.70,35334162967
2025-09-04,109969.81,109969.81,109969.81,109969.81,35497795140
2025-09-05,109624.55,109624.55,109624.55,109624.55,35748504354
2025-09-05,109497.72,109497.72,109497.72,109497.72,36124744078
2025-09-05,109803.10,109803.10,109803.10,109803.10,35850845547
2025-09-05,110023.31,110023.31,110023.31,110023.31,36276085165
2025-09-05,109873.89,109873.89,109873.89,109873.89,36457082321
2025-09-05,110403.24,110403.24,110403.24,110403.24,36649094668
2025-09-05,110542.44,110542.44,110542.44,110542.44,36630907975
2025-09-05,111490.51,111490.51,111490.51,111490.51,34059018538
2025-09-05,110752.04,110752.04,110752.04,110752.04,38212967193
2025-09-05,110546.35,110546.35,110546.35,110546.35,38685929829
2025-09-05,111123.19,111123.19,111123.19,111123.19,38573284586
2025-09-05,111365.17,111365.17,111365.17,111365.17,39365765954
2025-09-05,111320.96,111320.96,111320.96,111320.96,38066054057
2025-09-05,111443.84,111443.84,111443.84,111443.84,38544585266
2025-09-05,111562.75,111562.75,111562.75,111562.75,38085323910
2025-09-05,111900.94,111900.94,111900.94,111900.94,38071660663
2025-09-05,112964.69,112964.69,112964.69,112964.69,41636817232
2025-09-05,112620.51,112620.51,112620.51,112620.51,42163714659
2025-09-05,112258.88,112258.88,112258.88,112258.88,42803620361
2025-09-05,112259.73,112259.73,112259.73,112259.73,43209266820
2025-09-05,112361.22,112361.22,112361.22,112361.22,42899424320
2025-09-05,113225.00,113225.00,113225.00,113225.00,48174590379
2025-09-05,113034.03,113034.03,113034.03,113034.03,51114731076
2025-09-05,110514.16,110514.16,110514.16,110514.16,55135744608
2025-09-06,110663.45,110663.45,110663.45,110663.45,55743674675
2025-09-06,110781.59,110781.59,110781.59,110781.59,55325252108
2025-09-06,110611.41,110611.41,110611.41,110611.41,55378751318
2025-09-06,111192.72,111192.72,111192.72,111192.72,55354227177
2025-09-06,111445.25,111445.25,111445.25,111445.25,55265116441
2025-09-06,111619.39,111619.39,111619.39,111619.39,56294798105
2025-09-06,110624.31,110624.31,110624.31,110624.31,60026179766
2025-09-06,110813.81,110813.81,110813.81,110813.81,57671348597
2025-09-06,110656.31,110656.31,110656.31,110656.31,56279867723
2025-09-06,110782.97,110782.97,110782.97,110782.97,55910183111
2025-09-06,110873.88,110873.88,110873.88,110873.88,55455746901
2025-09-06,111103.50,111103.50,111103.50,111103.50,54295816799
2025-09-06,111070.93,111070.93,111070.93,111070.93,54533491620
2025-09-06,110856.41,110856.41,110856.41,110856.41,53616129175
2025-09-06,110725.91,110725.91,110725.91,110725.91,52338464271
2025-09-06,110772.87,110772.87,110772.87,110772.87,52468079435
2025-09-06,110817.25,110817.25,110817.25,110817.25,48616091928
2025-09-06,110948.47,110948.47,110948.47,110948.47,46653323093
2025-09-06,110697.42,110697.42,110697.42,110697.42,45895052665
2025-09-06,110766.64,110766.64,110766.64,110766.64,44820230416
2025-09-06,110770.07,110770.07,110770.07,110770.07,44459477448
2025-09-06,110833.09,110833.09,110833.09,110833.09,38704981968
2025-09-06,110944.93,110944.93,110944.93,110944.93,34569889764
2025-09-06,110832.32,110832.32,110832.32,110832.32,27598857486
2025-09-07,110417.35,110417.35,110417.35,110417.35,25700447380
2025-09-07,110256.25,110256.25,110256.25,110256.25,26772458463
2025-09-07,110175.87,110175.87,110175.87,110175.87,25706003424
2025-09-07,110265.98,110265.98,110265.98,110265.98,25240147712
2025-09-07,110054.77,110054.77,110054.77,110054.77,23410399016
2025-09-07,110174.33,110174.33,110174.33,110174.33,22365801630
2025-09-07,110235.30,110235.30,110235.30,110235.30,19891442754
2025-09-07,110175.25,110175.25,110175.25,110175.25,19485066432
2025-09-07,110223.83,110223.83,110223.83,110223.83,19347672148
2025-09-07,110367.91,110367.91,110367.91,110367.91,19240307881
2025-09-07,110581.74,110581.74,110581.74,110581.74,19400177877
2025-09-07,110666.85,110666.85,110666.85,110666.85,19661219149
2025-09-07,110619.14,110619.14,110619.14,110619.14,19301596874
2025-09-07,110563.51,110563.51,110563.51,110563.51,19160352767
2025-09-07,110660.43,110660.43,110660.43,110660.43,19268019536
2025-09-07,110523.24,110523.24,110523.24,110523.24,19256214558
2025-09-07,110724.89,110724.89,110724.89,110724.89,20333740488
2025-09-07,111081.23,111081.23,111081.23,111081.23,21795550901
2025-09-07,111120.66,111120.66,111120.66,111120.66,22363390961
2025-09-07,111233.74,111233.74,111233.74,111233.74,22620597540
2025-09-07,111280.13,111280.13,111280.13,111280.13,22693351672
2025-09-07,111116.20,111116.20,111116.20,111116.20,22798556283
2025-09-07,111202.50,111202.50,111202.50,111202.50,22839885034
2025-09-07,111118.80,111118.80,111118.80,111118.80,23210507599
2025-09-08,111347.48,111347.48,111347.48,111347.48,22707578383
2025-09-08,111201.31,111201.31,111201.31,111201.31,21031718901
2025-09-08,110968.97,110968.97,110968.97,110968.97,21077256334
2025-09-08,111057.56,111057.56,111057.56,111057.56,21183633149
2025-09-08,111232.35,111232.35,111232.35,111232.35,21110412011
2025-09-08,111325.77,111325.77,111325.77,111325.77,21317052373
2025-09-08,111096.43,111096.43,111096.43,111096.43,21271491890
2025-09-08,111271.51,111271.51,111271.51,111271.51,21459138329
2025-09-08,111133.09,111133.09,111133.09,111133.09,21988077810
2025-09-08,110836.31,110836.31,110836.31,110836.31,22779262876
2025-09-08,110858.37,110858.37,110858.37,110858.37,23312743692
2025-09-08,111245.94,111245.94,111245.94,111245.94,23783939274
2025-09-08,111045.79,111045.79,111045.79,111045.79,24424182103
2025-09-08,110952.38,110952.38,110952.38,110952.38,25093707651
2025-09-08,111020.74,111020.74,111020.74,111020.74,25077337807
2025-09-08,111150.08,111150.08,111150.08,111150.08,25002503890
2025-09-08,111249.97,111249.97,111249.97,111249.97,25643053103
2025-09-08,111630.32,111630.32,111630.32,111630.32,25947750847
2025-09-08,112045.72,112045.72,112045.72,112045.72,26973898737
2025-09-08,112019.40,112019.40,112019.40,112019.40,28051676353
2025-09-08,112071.37,112071.37,112071.37,112071.37,28753634662
2025-09-08,112024.45,112024.45,112024.45,112024.45,28815570715
2025-09-08,111996.27,111996.27,111996.27,111996.27,31034974436
2025-09-08,112489.14,112489.14,112489.14,112489.14,32829126347
2025-09-09,112601.64,112601.64,112601.64,112601.64,34512590779
2025-09-09,112434.74,112434.74,112434.74,112434.74,35280246317
2025-09-09,112206.36,112206.36,112206.36,112206.36,35654370162
2025-09-09,112456.23,112456.23,112456.23,112456.23,36065437916
2025-09-09,112067.35,112067.35,112067.35,112067.35,36462958355
2025-09-09,112025.17,112025.17,112025.17,112025.17,36622800328
2025-09-09,112273.04,112273.04,112273.04,112273.04,37435716034
2025-09-09,112223.04,112223.04,112223.04,112223.04,37455213030
2025-09-09,112025.13,112025.13,112025.13,112025.13,37159847900
2025-09-09,111652.07,111652.07,111652.07,111652.07,37397075618
2025-09-09,111407.09,111407.09,111407.09,111407.09,37649577072
2025-09-09,111287.15,111287.15,111287.15,111287.15,38290383173
2025-09-09,111702.97,111702.97,111702.97,111702.97,37921869431
2025-09-09,112028.61,112028.61,112028.61,112028.61,38533245274
2025-09-09,112140.77,112140.77,112140.77,112140.77,39136969373
2025-09-09,113112.94,113112.94,113112.94,113112.94,41121725758
2025-09-09,113070.32,113070.32,113070.32,113070.32,42320796291
2025-09-09,112951.87,112951.87,112951.87,112951.87,41757607590
2025-09-09,112921.31,112921.31,112921.31,112921.31,40952314425
2025-09-09,112717.28,112717.28,112717.28,112717.28,40438918723
2025-09-09,112500.53,112500.53,112500.53,112500.53,40322510846
2025-09-09,112676.70,112676.70,112676.70,112676.70,40704219433
2025-09-09,112774.89,112774.89,112774.89,112774.89,40173764386
2025-09-09,111729.82,111729.82,111729.82,111729.82,42409238010
2025-09-10,110870.23,110870.23,110870.23,110870.23,43827326028
2025-09-10,110976.01,110976.01,110976.01,110976.01,41964080078
2025-09-10,111031.55,111031.55,111031.55,111031.55,44643447646
2025-09-10,111145.97,111145.97,111145.97,111145.97,44837927182
2025-09-10,111319.25,111319.25,111319.25,111319.25,43608542001
2025-09-10,111359.20,111359.20,111359.20,111359.20,45499174159
2025-09-10,111301.75,111301.75,111301.75,111301.75,45284255716
2025-09-10,111518.10,111518.10,111518.10,111518.10,45424092679
2025-09-10,111521.54,111521.54,111521.54,111521.54,45541394285
2025-09-10,111062.11,111062.11,111062.11,111062.11,44978803419
2025-09-10,111023.10,111023.10,111023.10,111023.10,44626236788
2025-09-10,111397.55,111397.55,111397.55,111397.55,44660584625
2025-09-10,111525.93,111525.93,111525.93,111525.93,44370196791
2025-09-10,111521.69,111521.69,111521.69,111521.69,43934536585
2025-09-10,111567.40,111567.40,111567.40,111567.40,44548341283
2025-09-10,111845.15,111845.15,111845.15,111845.15,43198025362
2025-09-10,112528.45,112528.45,112528.45,112528.45,43245970383
2025-09-10,112363.70,112363.70,112363.70,112363.70,45835673354
2025-09-10,112249.78,112249.78,112249.78,112249.78,44897884526
2025-09-10,112321.22,112321.22,112321.22,112321.22,44799883844
2025-09-10,112255.32,112255.32,112255.32,112255.32,44940483569
2025-09-10,113426.45,113426.45,113426.45,113426.45,51452890699
2025-09-10,113934.40,113934.40,113934.40,113934.40,51793903166
2025-09-10,113891.19,113891.19,113891.19,113891.19,52033947424
2025-09-11,113903.95,113903.95,113903.95,113903.95,49641977903
2025-09-11,113672.21,113672.21,113672.21,113672.21,49643553582
2025-09-11,113734.63,113734.63,113734.63,113734.63,50170441556
2025-09-11,113592.02,113592.02,113592.02,113592.02,50787900427
2025-09-11,113402.85,113402.85,113402.85,113402.85,51864103098
2025-09-11,113625.82,113625.82,113625.82,113625.82,51951866216
2025-09-11,113885.31,113885.31,113885.31,113885.31,51533670689
2025-09-11,113935.60,113935.60,113935.60,113935.60,51746634488
2025-09-11,114000.12,114000.12,114000.12,114000.12,52047696608
2025-09-11,113898.89,113898.89,113898.89,113898.89,52049526398
2025-09-11,113925.25,113925.25,113925.25,113925.25,51363112127
2025-09-11,113851.69,113851.69,113851.69,113851.69,51035046352
2025-09-11,114419.63,114419.63,114419.63,114419.63,51568336264
2025-09-11,114167.93,114167.93,114167.93,114167.93,52660225487
2025-09-11,114273.23,114273.23,114273.23,114273.23,52805895542
2025-09-11,114409.36,114409.36,114409.36,114409.36,52437078279
2025-09-11,114077.07,114077.07,114077.07,114077.07,51374613734
2025-09-11,114055.54,114055.54,114055.54,114055.54,49887935707
2025-09-11,113916.24,113916.24,113916.24,113916.24,48591128752
2025-09-11,114074.88,114074.88,114074.88,114074.88,48023116856
2025-09-11,114016.78,114016.78,114016.78,114016.78,48413045033
2025-09-11,114045.24,114045.24,114045.24,114045.24,48341262505
2025-09-11,114181.76,114181.76,114181.76,114181.76,45835923982
2025-09-11,114499.29,114499.29,114499.29,114499.29,46336762110
2025-09-12,114136.80,114136.80,114136.80,114136.80,46051715020
2025-09-12,114499.52,114499.52,114499.52,114499.52,45496316499
2025-09-12,114546.63,114546.63,114546.63,114546.63,44846968364
2025-09-12,114309.83,114309.83,114309.83,114309.83,44054219538
2025-09-12,114435.89,114435.89,114435.89,114435.89,43499749676
2025-09-12,114402.35,114402.35,114402.35,114402.35,42186406289
2025-09-12,114531.98,114531.98,114531.98,114531.98,42231783237
2025-09-12,115251.55,115251.55,115251.55,115251.55,43393437574
2025-09-12,115503.17,115503.17,115503.17,115503.17,43752917633
2025-09-12,116083.03,116083.03,116083.03,116083.03,47006314447
2025-09-12,115541.44,115541.44,115541.44,115541.44,48176762393
2025-09-12,115321.70,115321.70,115321.70,115321.70,49310735354
2025-09-12,115198.05,115198.05,115198.05,115198.05,49484083558
2025-09-12,115430.89,115430.89,115430.89,115430.89,49223007403
2025-09-12,115656.41,115656.41,115656.41,115656.41,49716272611
2025-09-12,115339.65,115339.65,115339.65,115339.65,49380350028
2025-09-12,115143.92,115143.92,115143.92,115143.92,49958661650
2025-09-12,115090.52,115090.52,115090.52,115090.52,51590265196
2025-09-12,114977.80,114977.80,114977.80,114977.80,51454762843
2025-09-12,114970.88,114970.88,114970.88,114970.88,51138051984
2025-09-12,114944.79,114944.79,114944.79,114944.79,51392091966
2025-09-12,115175.75,115175.75,115175.75,115175.75,47266042821
2025-09-12,115182.64,115182.64,115182.64,115182.64,46344725793
2025-09-12,115285.83,115285.83,115285.83,115285.83,43805069543
2025-09-13,115142.92,115142.92,115142.92,115142.92,43787039350
2025-09-13,115501.53,115501.53,115501.53,115501.53,44228270380
2025-09-13,115870.54,115870.54,115870.54,115870.54,45853472830
2025-09-13,116488.13,116488.13,116488.13,116488.13,47639640170
2025-09-13,116704.71,116704.71,116704.71,116704.71,50163323989
2025-09-13,116206.14,116206.14,116206.14,116206.14,51574037210
2025-09-13,115951.31,115951.31,115951.31,115951.31,52235378769
2025-09-13,116094.99,116094.99,116094.99,116094.99,51462903460
2025-09-13,116160.14,116160.14,116160.14,116160.14,51192951486
2025-09-13,116299.91,116299.91,116299.91,116299.91,48147139362
2025-09-13,115817.79,115817.79,115817.79,115817.79,47813937384
2025-09-13,115929.71,115929.71,115929.71,115929.71,46800124756
2025-09-13,115987.13,115987.13,115987.13,115987.13,47055114298
2025-09-13,115761.03,115761.03,115761.03,115761.03,46605177266
2025-09-13,115744.35,115744.35,115744.35,115744.35,45919330748
2025-09-13,115790.53,115790.53,115790.53,115790.53,45758736912
2025-09-13,115828.38,115828.38,115828.38,115828.38,44779235202
2025-09-13,116027.12,116027.12,116027.12,116027.12,43819984836
2025-09-13,116073.35,116073.35,116073.35,116073.35,43464807095
2025-09-13,116017.52,116017.52,116017.52,116017.52,43623617461
2025-09-13,116020.67,116020.67,116020.67,116020.67,42934882251
2025-09-13,116060.83,116060.83,116060.83,116060.83,41807169718
2025-09-13,115768.32,115768.32,115768.32,115768.32,41714037285
2025-09-13,115842.85,115842.85,115842.85,115842.85,40577501636
2025-09-14,115784.11,115784.11,115784.11,115784.11,40471018134
2025-09-14,115342.81,115342.81,115342.81,115342.81,42229979328
2025-09-14,115567.66,115567.66,115567.66,115567.66,39118105162
2025-09-14,115688.73,115688.73,115688.73,115688.73,36780065819
2025-09-14,115837.63,115837.63,115837.63,115837.63,33937325652
2025-09-14,115975.61,115975.61,115975.61,115975.61,32221220696
2025-09-14,115902.80,115902.80,115902.80,115902.80,31686124383
2025-09-14,115914.68,115914.68,115914.68,115914.68,30611408283
2025-09-14,115974.89,115974.89,115974.89,115974.89,29926419200
2025-09-14,115972.63,115972.63,115972.63,115972.63,29257543245
2025-09-14,116020.94,116020.94,116020.94,116020.94,28385596759
2025-09-14,115908.55,115908.55,115908.55,115908.55,27905464106
2025-09-14,115771.51,115771.51,115771.51,115771.51,27074410014
2025-09-14,115806.96,115806.96,115806.96,115806.96,26688654813
2025-09-14,115931.29,115931.29,115931.29,115931.29,26526546998
2025-09-14,115782.55,115782.55,115782.55,115782.55,26052500287
2025-09-14,115800.97,115800.97,115800.97,115800.97,26294619162
2025-09-14,115974.03,115974.03,115974.03,115974.03,25824418519
2025-09-14,116143.87,116143.87,116143.87,116143.87,25645447534
2025-09-14,116069.58,116069.58,116069.58,116069.58,25339098639
2025-09-14,115882.85,115882.85,115882.85,115882.85,25544563541
2025-09-14,115816.94,115816.94,115816.94,115816.94,25801853482
2025-09-14,115335.02,115335.02,115335.02,115335.02,26500523287
2025-09-14,115424.06,115424.06,115424.06,115424.06,27022097313
2025-09-15,115264.81,115264.81,115264.81,115264.81,27126518487
2025-09-15,115525.18,115525.18,115525.18,115525.18,25794190940
2025-09-15,115618.64,115618.64,115618.64,115618.64,25683632141
2025-09-15,115440.71,115440.71,115440.71,115440.71,25350405820
2025-09-15,115673.90,115673.90,115673.90,115673.90,25354505974
2025-09-15,115854.91,115854.91,115854.91,115854.91,25168198214
2025-09-15,115965.66,115965.66,115965.66,115965.66,25226365370
2025-09-15,116031.27,116031.27,116031.27,116031.27,25807919934
2025-09-15,115278.55,115278.55,115278.55,115278.55,27220055789
2025-09-15,115079.57,115079.57,115079.57,115079.57,28220847770
2025-09-15,115221.83,115221.83,115221.83,115221.83,28864368636
2025-09-15,115416.67,115416.67,115416.67,115416.67,28861084756
2025-09-15,115501.30,115501.30,115501.30,115501.30,29021195184
2025-09-15,116039.89,116039.89,116039.89,116039.89,29713439847
2025-09-15,116552.24,116552.24,116552.24,116552.24,31275068229
2025-09-15,116168.10,116168.10,116168.10,116168.10,33001039126
2025-09-15,115792.19,115792.19,115792.19,115792.19,34807335769
2025-09-15,114850.54,114850.54,114850.54,114850.54,35041345893
2025-09-15,114911.21,114911.21,114911.21,114911.21,37547819500
2025-09-15,114801.41,114801.41,114801.41,114801.41,38469742570
2025-09-15,115033.54,115033.54,115033.54,115033.54,39474621935
2025-09-15,114744.92,114744.92,114744.92,114744.92,40016023764
2025-09-15,114843.51,114843.51,114843.51,114843.51,41639020643
2025-09-15,114840.08,114840.08,114840.08,114840.08,42236995724
2025-09-16,114798.23,114798.23,114798.23,114798.23,43334118303
2025-09-16,114696.01,114696.01,114696.01,114696.01,43629411836
2025-09-16,114913.60,114913.60,114913.60,114913.60,44202859625
2025-09-16,115354.79,115354.79,115354.79,115354.79,45307392637
2025-09-16,115314.10,115314.10,115314.10,115314.10,47455741909
2025-09-16,115315.76,115315.76,115315.76,115315.76,47896278407
2025-09-16,115507.66,115507.66,115507.66,115507.66,47886757393
2025-09-16,115299.78,115299.78,115299.78,115299.78,47565314127
2025-09-16,115356.68,115356.68,115356.68,115356.68,46807932860
2025-09-16,115085.03,115085.03,115085.03,115085.03,46026666357
2025-09-16,115069.45,115069.45,115069.45,115069.45,46004229452
2025-09-16,115082.08,115082.08,115082.08,115082.08,45649282229
2025-09-16,115398.77,115398.77,115398.77,115398.77,45417329283
2025-09-16,115487.14,115487.14,115487.14,115487.14,44750270507
2025-09-16,115983.38,115983.38,115983.38,115983.38,45145238711
2025-09-16,115753.79,115753.79,115753.79,115753.79,44764374279
2025-09-16,115909.96,115909.96,115909.96,115909.96,43798028733
2025-09-16,115685.46,115685.46,115685.46,115685.46,40578375325
2025-09-16,115485.20,115485.20,115485.20,115485.20,39388529411
2025-09-16,115397.95,115397.95,115397.95,115397.95,38901598775
2025-09-16,115345.78,115345.78,115345.78,115345.78,38294705937
2025-09-16,115432.89,115432.89,115432.89,115432.89,37426830817
2025-09-16,115019.10,115019.10,115019.10,115019.10,37708863604
2025-09-16,115260.95,115260.95,115260.95,115260.95,37303511799
2025-09-17,115918.68,115918.68,115918.68,115918.68,35850242938
2025-09-17,116158.43,116158.43,116158.43,116158.43,37993256616
2025-09-17,116536.32,116536.32,116536.32,116536.32,40048616535
2025-09-17,116454.58,116454.58,116454.58,116454.58,40360277693
2025-09-17,116804.44,116804.44,116804.44,116804.44,39332483289
2025-09-17,116882.78,116882.78,116882.78,116882.78,39661069940
2025-09-17,116776.27,116776.27,116776.27,116776.27,39833155768
2025-09-17,116872.97,116872.97,116872.97,116872.97,39664499347
2025-09-17,116797.00,116797.00,116797.00,116797.00,40115655623
2025-09-17,116629.38,116629.38,116629.38,116629.38,40029836518
2025-09-17,116688.52,116688.52,116688.52,116688.52,39811614395
2025-09-17,116732.51,116732.51,116732.51,116732.51,41130448922
2025-09-17,116423.15,116423.15,116423.15,116423.15,41204215580
2025-09-17,116319.91,116319.91,116319.91,116319.91,41299646986
2025-09-17,117162.75,117162.75,117162.75,117162.75,41314158339
2025-09-17,117256.59,117256.59,117256.59,117256.59,42063629745
2025-09-17,117225.49,117225.49,117225.49,117225.49,42447258847
2025-09-17,116877.65,116877.65,116877.65,116877.65,42684323306
2025-09-17,116606.48,116606.48,116606.48,116606.48,42856900100
2025-09-17,116382.45,116382.45,116382.45,116382.45,43145342504
2025-09-17,116279.79,116279.79,116279.79,116279.79,43034232495
2025-09-17,116198.55,116198.55,116198.55,116198.55,41376703176
2025-09-17,116193.75,116193.75,116193.75,116193.75,42792441329
2025-09-17,115634.28,115634.28,115634.28,115634.28,43181452399
2025-09-18,115894.71,115894.71,115894.71,115894.71,42642079667
2025-09-18,115717.02,115717.02,115717.02,115717.02,42694921417
2025-09-18,116031.59,116031.59,116031.59,116031.59,43305941244
2025-09-18,115194.31,115194.31,115194.31,115194.31,46395643423
2025-09-18,115721.46,115721.46,115721.46,115721.46,51419887869
2025-09-18,115649.82,115649.82,115649.82,115649.82,51384819617
2025-09-18,116214.03,116214.03,116214.03,116214.03,51945791823
2025-09-18,116863.39,116863.39,116863.39,116863.39,53400177583
2025-09-18,116455.95,116455.95,116455.95,116455.95,54740952295
2025-09-18,116381.23,116381.23,116381.23,116381.23,55762118208
2025-09-18,116761.69,116761.69,116761.69,116761.69,56245567761
2025-09-18,116969.15,116969.15,116969.15,116969.15,55496989103
2025-09-18,117742.98,117742.98,117742.98,117742.98,59956258425
2025-09-18,117494.17,117494.17,117494.17,117494.17,61336003135
2025-09-18,117217.15,117217.15,117217.15,117217.15,60400382920
2025-09-18,117081.79,117081.79,117081.79,117081.79,59907295481
2025-09-18,117100.80,117100.80,117100.80,117100.80,59561309391
2025-09-18,117246.48,117246.48,117246.48,117246.48,58773483377
2025-09-18,117330.37,117330.37,117330.37,117330.37,58521442280
2025-09-18,117233.97,117233.97,117233.97,117233.97,58829684910
2025-09-18,117085.67,117085.67,117085.67,117085.67,58444343835
2025-09-18,117189.93,117189.93,117189.93,117189.93,58567297332
2025-09-18,117553.28,117553.28,117553.28,117553.28,58880400547
2025-09-18,117735.87,117735.87,117735.87,117735.87,57904547130
2025-09-19,117676.42,117676.42,117676.42,117676.42,58398105416
2025-09-19,117644.58,117644.58,117644.58,117644.58,58419556814
2025-09-19,117607.21,117607.21,117607.21,117607.21,57859053827
2025-09-19,117851.19,117851.19,117851.19,117851.19,49637726491
2025-09-19,117479.65,117479.65,117479.65,117479.65,49240543470
2025-09-19,117575.95,117575.95,117575.95,117575.95,47199876079
2025-09-19,117412.08,117412.08,117412.08,117412.08,46569175735
2025-09-19,116948.59,116948.59,116948.59,116948.59,46048527705
2025-09-19,117169.12,117169.12,117169.12,117169.12,43746882355
2025-09-19,117447.66,117447.66,117447.66,117447.66,42776674558
2025-09-19,117246.22,117246.22,117246.22,117246.22,42316674493
2025-09-19,117162.56,117162.56,117162.56,117162.56,42075891384
2025-09-19,117001.30,117001.30,117001.30,117001.30,38484410872
2025-09-19,117050.60,117050.60,117050.60,117050.60,37591827177
2025-09-19,116946.21,116946.21,116946.21,116946.21,37131662896
2025-09-19,116802.45,116802.45,116802.45,116802.45,36649111501
2025-09-19,116957.28,116957.28,116957.28,116957.28,36766335137
2025-09-19,116960.45,116960.45,116960.45,116960.45,36315346053
2025-09-19,116544.95,116544.95,116544.95,116544.95,36722428250
2025-09-19,116542.95,116542.95,116542.95,116542.95,36650229219
2025-09-19,116402.90,116402.90,116402.90,116402.90,36796875617
2025-09-19,116207.72,116207.72,116207.72,116207.72,37238622112
2025-09-19,116310.94,116310.94,116310.94,116310.94,36682632737
2025-09-19,115976.84,115976.84,115976.84,115976.84,36792868713
2025-09-20,115870.78,115870.78,115870.78,115870.78,37111324462
2025-09-20,116110.71,116110.71,116110.71,116110.71,36736856041
2025-09-20,115618.46,115618.46,115618.46,115618.46,36189920267
2025-09-20,115485.99,115485.99,115485.99,115485.99,35671233813
2025-09-20,115157.38,115157.38,115157.38,115157.38,35354023647
2025-09-20,115436.27,115436.27,115436.27,115436.27,36537815392
2025-09-20,115533.47,115533.47,115533.47,115533.47,35727065161
2025-09-20,115650.54,115650.54,115650.54,115650.54,35139749529
2025-09-20,115656.95,115656.95,115656.95,115656.95,34101993633
2025-09-20,115757.64,115757.64,115757.64,115757.64,33326884161
2025-09-20,115630.53,115630.53,115630.53,115630.53,33647188293
2025-09-20,115627.52,115627.52,115627.52,115627.52,32930408145
2025-09-20,115489.18,115489.18,115489.18,115489.18,32125591204
2025-09-20,115610.91,115610.91,115610.91,115610.91,31327384918
2025-09-20,115751.72,115751.72,115751.72,115751.72,31043062379
2025-09-20,115754.27,115754.27,115754.27,115754.27,30347089369
2025-09-20,115984.63,115984.63,115984.63,115984.63,29462773355
2025-09-20,115804.73,115804.73,115804.73,115804.73,29531702180
2025-09-20,115720.80,115720.80,115720.80,115720.80,29044874563
2025-09-20,115784.64,115784.64,115784.64,115784.64,28203350326
2025-09-20,115934.99,115934.99,115934.99,115934.99,27914563825
2025-09-20,115892.24,115892.24,115892.24,115892.24,26840852598
2025-09-20,115947.98,115947.98,115947.98,115947.98,25524388467
2025-09-20,116073.07,116073.07,116073.07,116073.07,23820232299
2025-09-21,116010.74,116010.74,116010.74,116010.74,22170502560
2025-09-21,116083.24,116083.24,116083.24,116083.24,21565547832
2025-09-21,115874.84,115874.84,115874.84,115874.84,20661711330
2025-09-21,115751.87,115751.87,115751.87,115751.87,19861880531
